,preflop_action,board_flop,board_turn,board_river,aggressor_position,postflop_action,evaluation_at,available_moves,pot_size,hero_position,holding,correct_decision
105,BTN/2.5bb/BB/call,TsKcAh,Jc,Jh,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/Jc/OOP_CHECK/IP_BET_10/OOP_CALL/dealcards/Jh/OOP_CHECK,River,"['Check', 'Bet 25']",29,IP,Kd2d,Check
106,UTG/2.0bb/BTN/call,6s8d7c,9s,3c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/9s/OOP_BET_7/IP_RAISE_22,Turn,"['Fold', 'Call', 'Raise 57', 'Raise 96']",38,OOP,AdTd,Call
107,HJ/2.0bb/BB/call,Js8d3c,Kd,8h,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Kd/OOP_BET_8/IP_CALL/dealcards/8h/OOP_CHECK,River,"['Check', 'Bet 17']",21,IP,AcKc,Check
108,HJ/2.0bb/BB/call,Th4c5d,7s,As,OOP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/7s/OOP_CHECK/IP_BET_13/OOP_CALL/dealcards/As/OOP_CHECK/IP_BET_27,River,"['Fold', 'Call', 'Raise 82']",60,OOP,Ad7d,Call
109,HJ/2.0bb/BB/call,JcJh4s,Ts,Qc,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Ts/OOP_CHECK/IP_BET_8/OOP_RAISE_23,Turn,"['Fold', 'Call', 'Raise 57', 'Raise 97']",37,IP,QdJd,Call
110,HJ/2.0bb/BTN/call,9s7s4c,6s,Ks,OOP,OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/6s/OOP_BET_23/IP_RAISE_85,Turn,"['Fold', 'Call']",139,OOP,AhQc,Fold
111,HJ/2.0bb/BB/call,Ad8d3d,Kh,Jc,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Kh/OOP_BET_8/IP_RAISE_23,Turn,"['Fold', 'Call', 'Raise 57', 'Raise 97']",37,OOP,QdTc,Fold
112,CO/2.3bb/BB/call,AcKs7d,2h,3c,OOP,OOP_BET_4/IP_RAISE_13,Flop,"['Fold', 'Call', 'Raise 33']",22,OOP,AdQs,Call
113,SB/3.0bb/BB/10.0bb/SB/call,TsKcAh,2d,3c,IP,OOP_BET_4/IP_RAISE_13,Flop,"['Fold', 'Call', 'Raise 28']",37,OOP,Ad9d,Call
114,CO/2.3bb/BTN/call,Jh4h5s,Kh,8d,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_BET_8/OOP_RAISE_23/IP_CALL/dealcards/8d/OOP_CHECK/IP_BET_39,River,"['Fold', 'Call', 'Raise 74']",91,OOP,Ah5h,Raise 74
115,BTN/2.5bb/BB/call,TsKcAh,Jc,Jh,OOP,OOP_CHECK/IP_CHECK/dealcards/Jc/OOP_CHECK/IP_CHECK/dealcards/Jh/OOP_BET_3/IP_RAISE_10,River,"['Fold', 'Call', 'Raise 27']",18,OOP,Qd2d,Call
116,UTG/2.0bb/CO/6.5bb/UTG/call,Ad9h8h,2h,5c,IP,OOP_CHECK/IP_CHECK/dealcards/2h/OOP_CHECK,Turn,"['Check', 'Bet 8', 'Bet 15']",14,IP,KdQs,Check
117,UTG/2.0bb/BB/call,Jh4h5s,2d,Ac,OOP,OOP_CHECK/IP_CHECK/dealcards/2d/OOP_BET_5/IP_RAISE_14/OOP_CALL/dealcards/Ac/OOP_BET_16,River,"['Fold', 'Call', 'Raise 58', 'Raise 84']",48,IP,AsQd,Call
118,HJ/2.0bb/CO/6.5bb/HJ/call,Ks7h2d,6h,Th,IP,OOP_CHECK/IP_BET_7/OOP_CALL/dealcards/6h/OOP_CHECK/IP_BET_17/OOP_RAISE_37,Turn,"['Fold', 'Call', 'Raise 86']",82,IP,AhQh,Raise 86
119,CO/2.3bb/BTN/7.5bb/CO/call,Ks7h2d,6h,4h,IP,OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/6h/OOP_CHECK,Turn,"['Check', 'Bet 19', 'Bet 35']",32,IP,AcQs,Check
120,CO/2.3bb/BB/call,Qc8cAc,Kh,3s,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Kh/OOP_CHECK/IP_CHECK/dealcards/3s/OOP_BET_5,River,"['Fold', 'Call', 'Raise 18']",14,IP,AdQh,Call
121,UTG/2.0bb/BTN/call,JsKs5d,Jd,4d,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/Jd/OOP_BET_10/IP_RAISE_32,Turn,"['Fold', 'Call', 'Raise 94']",55,OOP,AhTc,Fold
122,UTG/2.0bb/BB/call,Jh4h5s,Kh,8d,OOP,OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/Kh/OOP_CHECK/IP_BET_30,Turn,"['Fold', 'Call', 'Raise 88']",54,OOP,Qh9h,Call
123,BTN/2.5bb/BB/call,9s7s4c,6s,3c,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/6s/OOP_CHECK/IP_BET_16/OOP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 34']",41,IP,QhJd,Check
124,HJ/2.0bb/BB/call,9dTs8s,5d,2s,OOP,OOP_BET_1/IP_CALL/dealcards/5d/OOP_CHECK/IP_BET_5,Turn,"['Fold', 'Call', 'Raise 16']",11,OOP,5s5h,Raise 16
125,SB/3.0bb/BB/10.0bb/SB/call,JsKs5d,Jd,8s,IP,OOP_CHECK/IP_BET_10/OOP_RAISE_23/IP_CALL/dealcards/Jd/OOP_CHECK,Turn,"['Check', 'Bet 40', 'Raise 67']",66,IP,Ac5c,Check
126,CO/2.3bb/BB/call,JsKs5d,8h,5c,OOP,OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/8h/OOP_CHECK,Turn,"['Check', 'Bet 23', 'Bet 39']",31,IP,AhTs,Bet 23
127,BTN/2.5bb/BB/call,5c2d3h,Td,Qc,OOP,OOP_CHECK/IP_CHECK/dealcards/Td/OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/Qc/OOP_CHECK,River,"['Check', 'Bet 23']",31,IP,Ad7s,Check
128,HJ/2.0bb/BB/call,Th3s2d,5d,3c,OOP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/5d/OOP_CHECK/IP_BET_8/OOP_RAISE_25/IP_CALL/dealcards/3c/OOP_BET_30/IP_RAISE_70,River,"['Fold', 'Call']",157,OOP,KcQc,Fold
129,UTG/2.0bb/BB/call,QcAdKh,3d,Jc,OOP,OOP_CHECK/IP_CHECK/dealcards/3d/OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/Jc/OOP_CHECK/IP_BET_8,River,"['Fold', 'Call', 'Raise 25']",18,OOP,7s4s,Fold
130,CO/2.3bb/BTN/7.5bb/CO/call,5c2d3h,Ad,7c,IP,OOP_CHECK/IP_CHECK/dealcards/Ad/OOP_CHECK/IP_BET_18/OOP_RAISE_36,Turn,"['Fold', 'Call', 'Raise 65', 'Raise 92']",70,IP,AsJc,Call
131,BTN/2.5bb/BB/call,6s8d7c,9s,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/9s/OOP_BET_6/IP_RAISE_17/OOP_CALL/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 29']",39,IP,Jd6d,Check
132,BTN/2.5bb/BB/call,Th4c5d,Kd,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/Kd/OOP_CHECK,Turn,"['Check', 'Bet 4', 'Bet 6']",5,IP,8h6h,Check
133,SB/3.0bb/BB/call,Td6h4h,Kh,2h,OOP,OOP_BET_5/IP_CALL/dealcards/Kh/OOP_CHECK,Turn,"['Check', 'Bet 12', 'Bet 20']",16,IP,Jd9d,Check
134,CO/2.3bb/BB/call,Qc8cAc,3c,Ah,OOP,OOP_CHECK/IP_CHECK/dealcards/3c/OOP_CHECK/IP_CHECK/dealcards/Ah/OOP_CHECK,River,"['Check', 'Bet 4']",5,IP,AsQh,Bet 4
135,SB/3.0bb/BB/call,Qc8cAc,Kh,3s,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK/IP_BET_8/OOP_RAISE_23/IP_CALL/dealcards/3s/OOP_BET_26,River,"['Fold', 'Call', 'Raise 74']",78,IP,JdTs,Call
136,HJ/2.0bb/BB/call,Th4c5d,Kd,Qh,OOP,OOP_BET_3/IP_CALL/dealcards/Kd/OOP_CHECK,Turn,"['Check', 'Bet 8', 'Bet 13']",10,IP,9s9c,Check
137,CO/2.3bb/BB/call,5c5dAh,5s,8c,OOP,OOP_CHECK/IP_CHECK/dealcards/5s/OOP_BET_6/IP_RAISE_17,Turn,"['Fold', 'Call', 'Raise 43']",28,OOP,9s7s,Fold
138,SB/3.0bb/BB/call,JcJh4s,4d,As,OOP,OOP_CHECK/IP_CHECK/dealcards/4d/OOP_CHECK/IP_CHECK/dealcards/As/OOP_CHECK,River,"['Check', 'Bet 5']",6,IP,Ah2h,Bet 5
139,UTG/2.0bb/HJ/6.5bb/UTG/call,5c5dAh,5s,8c,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/5s/OOP_CHECK,Turn,"['Check', 'Bet 12', 'Bet 22']",20,IP,TsTc,Check
140,UTG/2.0bb/BTN/call,Jh4h5s,2d,Qc,OOP,OOP_BET_4/IP_CALL/dealcards/2d/OOP_BET_16/IP_CALL/dealcards/Qc/OOP_CHECK,River,"['Check', 'Bet 34']",41,IP,TsTh,Check
141,HJ/2.0bb/BB/call,JcJh4s,Ts,Qc,OOP,OOP_CHECK/IP_CHECK/dealcards/Ts/OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/Qc/OOP_CHECK/IP_BET_18/OOP_RAISE_58,River,"['Fold', 'Call', 'Raise 88']",100,IP,KcTc,Fold
142,UTG/2.0bb/BB/call,Js8d3c,Kd,Ah,OOP,OOP_CHECK/IP_BET_1/OOP_RAISE_5/IP_CALL/dealcards/Kd/OOP_CHECK/IP_BET_11/OOP_RAISE_35/IP_CALL/dealcards/Ah/OOP_CHECK,River,"['Check', 'Raise 58']",79,IP,5d5c,Raise 58
143,CO/2.3bb/BB/call,5c5dAh,5s,Td,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/5s/OOP_CHECK/IP_BET_7/OOP_CALL/dealcards/Td/OOP_CHECK/IP_BET_17,River,"['Fold', 'Call', 'Raise 55', 'Raise 88']",38,OOP,7c6c,Fold
144,UTG/2.0bb/BTN/call,TsKcAh,2d,9d,OOP,OOP_BET_4/IP_CALL/dealcards/2d/OOP_BET_10/IP_RAISE_32,Turn,"['Fold', 'Call', 'Raise 94']",55,OOP,AcQd,Call
145,CO/2.3bb/BTN/call,Th4c5d,7s,3d,OOP,OOP_CHECK/IP_CHECK/dealcards/7s/OOP_BET_8/IP_RAISE_23/OOP_CALL/dealcards/3d/OOP_BET_26/IP_RAISE_74,River,"['Fold', 'Call']",152,OOP,AsJh,Fold
146,BTN/2.5bb/BB/call,Jh4h5s,2d,Ac,OOP,OOP_CHECK/IP_CHECK/dealcards/2d/OOP_CHECK/IP_BET_6/OOP_RAISE_17/IP_CALL/dealcards/Ac/OOP_BET_20/IP_RAISE_80,River,"['Fold', 'Call']",139,OOP,As9d,Fold
147,UTG/2.0bb/BB/call,Ks7h2d,6h,Th,OOP,OOP_CHECK/IP_CHECK/dealcards/6h/OOP_CHECK/IP_CHECK/dealcards/Th/OOP_CHECK/IP_BET_3,River,"['Fold', 'Call', 'Raise 10']",7,OOP,KcQs,Call
148,UTG/2.0bb/BTN/7.5bb/UTG/call,4s4h3h,9s,Kc,IP,OOP_CHECK,Flop,"['Check', 'Bet 3', 'Bet 8']",16,IP,AdKd,Bet 3
149,BTN/2.5bb/BB/call,AcKs7d,2h,3c,OOP,OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/2h/OOP_CHECK,Turn,"['Check', 'Bet 23', 'Bet 39']",31,IP,QhTd,Check
150,UTG/2.0bb/BTN/7.5bb/UTG/call,Ad8d3d,Kh,5d,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/Kh/OOP_CHECK/IP_BET_13/OOP_RAISE_29,Turn,"['Fold', 'Call', 'Raise 55', 'Raise 89']",64,IP,Ah8h,Raise 89
151,SB/3.0bb/BB/call,8h8cTc,Kc,2c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Kc/OOP_CHECK/IP_BET_8/OOP_RAISE_25/IP_CALL/dealcards/2c/OOP_CHECK,River,"['Check', 'Bet 45', 'Raise 70']",58,IP,Ts6s,Check
152,HJ/2.0bb/BB/call,QcAdKh,3d,Jc,OOP,OOP_CHECK/IP_CHECK/dealcards/3d/OOP_BET_3/IP_CALL/dealcards/Jc/OOP_CHECK,River,"['Check', 'Bet 8']",10,IP,ThTc,Bet 8
153,BTN/2.5bb/BB/call,5c2d3h,Td,4c,OOP,OOP_BET_2/IP_CALL/dealcards/Td/OOP_CHECK/IP_BET_7/OOP_RAISE_22,Turn,"['Fold', 'Call', 'Raise 57', 'Raise 95']",38,IP,As4d,Call
154,BTN/2.5bb/BB/call,7d6c4h,5h,3c,OOP,OOP_BET_2/IP_CALL/dealcards/5h/OOP_CHECK,Turn,"['Check', 'Bet 7', 'Bet 11']",9,IP,Ah6s,Check
155,HJ/2.0bb/BB/call,5c2d3h,Ad,Td,OOP,OOP_CHECK/IP_BET_1/OOP_RAISE_5/IP_CALL/dealcards/Ad/OOP_CHECK/IP_CHECK/dealcards/Td/OOP_CHECK/IP_BET_11,River,"['Fold', 'Call', 'Raise 35']",25,OOP,9h8c,Fold
156,HJ/2.0bb/BTN/call,6s8d7c,Js,Ac,OOP,OOP_CHECK/IP_CHECK/dealcards/Js/OOP_CHECK/IP_CHECK/dealcards/Ac/OOP_BET_3,River,"['Fold', 'Call', 'Raise 10']",8,IP,7s7h,Raise 10
157,CO/2.3bb/BTN/call,AcKs7d,2h,7c,OOP,OOP_BET_5/IP_RAISE_16/OOP_CALL/dealcards/2h/OOP_BET_48/IP_RAISE_81,Turn,"['Fold', 'Call']",167,OOP,As8h,Fold
158,CO/2.3bb/BB/13.5bb/CO/call,5c2d3h,Td,4c,OOP,OOP_CHECK/IP_CHECK/dealcards/Td/OOP_CHECK/IP_BET_16,Turn,"['Fold', 'Call', 'Raise 35', 'Raise 86']",43,OOP,QdQc,Call
159,SB/3.0bb/BB/call,Th4c5d,7s,3d,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/7s/OOP_CHECK/IP_BET_12/OOP_CALL/dealcards/3d/OOP_CHECK/IP_BET_30,River,"['Fold', 'Call', 'Raise 80']",65,OOP,Ad6c,Raise 80
160,UTG/2.0bb/BB/call,QcAdKh,3d,Jc,OOP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/3d/OOP_CHECK/IP_CHECK/dealcards/Jc/OOP_BET_5/IP_RAISE_18,River,"['Fold', 'Call', 'Raise 48']",33,OOP,Td8d,Raise 48
161,HJ/2.0bb/BB/call,Ad8d3d,9d,Td,OOP,OOP_CHECK/IP_CHECK/dealcards/9d/OOP_BET_5/IP_CALL/dealcards/Td/OOP_CHECK,River,"['Check', 'Bet 11']",14,IP,Js9s,Check
162,UTG/2.0bb/HJ/6.5bb/UTG/call,4s4h3h,9s,Js,IP,OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/9s/OOP_CHECK/IP_BET_37/OOP_RAISE_83,Turn,"['Fold', 'Call']",154,IP,AsJs,Call
163,CO/2.3bb/BB/call,TsKcAh,2d,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/2d/OOP_CHECK/IP_BET_6/OOP_RAISE_17,Turn,"['Fold', 'Call', 'Raise 43']",28,IP,QhQc,Call
164,BTN/2.5bb/BB/call,5c2d3h,Td,4c,OOP,OOP_CHECK/IP_BET_2/OOP_RAISE_8/IP_CALL/dealcards/Td/OOP_BET_26/IP_RAISE_89,Turn,"['Fold', 'Call']",136,OOP,QhTh,Call
165,HJ/2.0bb/BB/call,Js8d3c,9d,2h,OOP,OOP_CHECK/IP_CHECK/dealcards/9d/OOP_CHECK/IP_BET_5/OOP_RAISE_14/IP_CALL/dealcards/2h/OOP_BET_16/IP_RAISE_58,River,"['Fold', 'Call', 'Raise 84']",106,OOP,QhTd,Raise 84
166,CO/2.3bb/BB/call,9dTs8s,5d,2s,OOP,OOP_CHECK/IP_CHECK/dealcards/5d/OOP_BET_6/IP_RAISE_17/OOP_CALL/dealcards/2s/OOP_CHECK/IP_BET_29/OOP_RAISE_80,River,"['Fold', 'Call']",148,IP,Kc3c,Fold
167,BTN/2.5bb/BB/call,9dTs8s,Jh,3c,OOP,OOP_BET_2/IP_CALL/dealcards/Jh/OOP_CHECK,Turn,"['Check', 'Bet 7', 'Bet 11']",9,IP,JsTh,Check
168,CO/2.3bb/BB/call,Ks7h2d,Jc,7c,OOP,OOP_BET_2/IP_RAISE_8/OOP_CALL/dealcards/Jc/OOP_CHECK,Turn,"['Check', 'Bet 16', 'Bet 26']",21,IP,QcJs,Check
169,UTG/2.0bb/BB/call,QcAdKh,3d,Jc,OOP,OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/3d/OOP_CHECK/IP_BET_18/OOP_RAISE_58,Turn,"['Fold', 'Call', 'Raise 88']",100,IP,AcQd,Fold
170,SB/3.0bb/BB/call,Td6h4h,8d,2c,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/8d/OOP_CHECK/IP_BET_20,Turn,"['Fold', 'Call', 'Raise 57', 'Raise 92']",36,OOP,Kc6c,Fold
171,HJ/2.0bb/BB/call,5c2d3h,Ad,Td,OOP,OOP_CHECK/IP_CHECK/dealcards/Ad/OOP_BET_3/IP_CALL/dealcards/Td/OOP_CHECK/IP_BET_8/OOP_RAISE_25,River,"['Fold', 'Call', 'Raise 65', 'Raise 95']",43,IP,KcJc,Fold
172,CO/2.3bb/BB/call,5c5dAh,3h,Kh,OOP,OOP_CHECK/IP_CHECK/dealcards/3h/OOP_CHECK,Turn,"['Check', 'Bet 4', 'Bet 6']",5,IP,KdJd,Check
173,BTN/2.5bb/SB/12.0bb/BTN/call,JcJh4s,Ts,Qc,OOP,OOP_CHECK/IP_CHECK/dealcards/Ts/OOP_CHECK/IP_BET_28/OOP_RAISE_56,Turn,"['Fold', 'Call', 'Raise 88']",109,IP,AhTh,Raise 88
174,UTG/2.0bb/CO/6.5bb/UTG/call,Js8d3c,9d,Jd,IP,OOP_CHECK/IP_BET_7/OOP_CALL/dealcards/9d/OOP_BET_31,Turn,"['Fold', 'Call', 'Raise 62', 'Raise 86']",59,IP,JhJc,Raise 86
175,CO/2.3bb/BTN/call,5c5dAh,5s,Td,OOP,OOP_CHECK/IP_CHECK/dealcards/5s/OOP_CHECK/IP_BET_8/OOP_RAISE_23/IP_CALL/dealcards/Td/OOP_CHECK/IP_BET_39,River,"['Fold', 'Call', 'Raise 74']",91,OOP,6h6c,Fold
176,HJ/2.0bb/BB/call,9dTs8s,Jh,3c,OOP,OOP_CHECK/IP_BET_1/OOP_CALL/dealcards/Jh/OOP_CHECK/IP_CHECK/dealcards/3c/OOP_CHECK,River,"['Check', 'Bet 5']",6,IP,AdJc,Check
177,HJ/2.0bb/CO/6.5bb/HJ/call,Ks7h2d,Jc,7c,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/Jc/OOP_BET_12,Turn,"['Fold', 'Call', 'Raise 27']",32,IP,KhKc,Raise 27
178,SB/3.0bb/BB/10.0bb/SB/call,JsKs5d,Jd,4d,IP,OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/Jd/OOP_BET_28,Turn,"['Fold', 'Call', 'Raise 77']",74,IP,AsQs,Call
179,SB/3.0bb/BB/call,Ad8d3d,Kh,Jc,OOP,OOP_CHECK/IP_CHECK/dealcards/Kh/OOP_CHECK,Turn,"['Check', 'Bet 5', 'Bet 8']",6,IP,5h3h,Check
180,BTN/2.5bb/BB/call,JcJh4s,Ts,8c,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Ts/OOP_CHECK/IP_BET_7/OOP_CALL/dealcards/8c/OOP_CHECK,River,"['Check', 'Bet 17']",21,IP,Kc8h,Check
181,BTN/2.5bb/BB/13.0bb/BTN/call,6s8d7c,Js,Ac,OOP,OOP_CHECK/IP_CHECK/dealcards/Js/OOP_CHECK/IP_BET_16,Turn,"['Fold', 'Call', 'Raise 35', 'Raise 87']",42,OOP,Tc9c,Raise 35
182,BTN/2.5bb/BB/13.0bb/BTN/call,Ks7h2d,Jc,Qc,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Jc/OOP_BET_22/IP_RAISE_48,Turn,"['Fold', 'Call', 'Raise 82']",106,OOP,AhQs,Fold
183,HJ/2.0bb/BTN/call,QcAdKh,3d,Jc,OOP,OOP_CHECK/IP_BET_4/OOP_RAISE_13/IP_CALL/dealcards/3d/OOP_BET_39/IP_RAISE_85,Turn,"['Fold', 'Call']",155,OOP,KsJc,Fold
184,UTG/2.0bb/BB/call,Ks7h2d,Jc,7c,OOP,OOP_CHECK/IP_CHECK/dealcards/Jc/OOP_CHECK/IP_BET_3/OOP_RAISE_10/IP_CALL/dealcards/7c/OOP_CHECK/IP_BET_18,River,"['Fold', 'Call', 'Raise 58', 'Raise 88']",42,OOP,AdQs,Fold
185,SB/3.0bb/BB/call,4s4h3h,Jh,Js,OOP,OOP_CHECK/IP_CHECK/dealcards/Jh/OOP_BET_5,Turn,"['Fold', 'Call', 'Raise 16']",11,IP,Qc9h,Call
186,CO/2.3bb/BB/call,JcJh4s,Ts,Qc,OOP,OOP_CHECK/IP_CHECK/dealcards/Ts/OOP_CHECK,Turn,"['Check', 'Bet 4', 'Bet 6']",5,IP,QhTc,Check
187,BTN/2.5bb/BB/call,6s8d7c,Js,2s,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Js/OOP_CHECK/IP_BET_7/OOP_CALL/dealcards/2s/OOP_CHECK,River,"['Check', 'Bet 17']",21,IP,Qs4s,Bet 17
188,SB/3.0bb/BB/call,8h8cTc,As,Qd,OOP,OOP_CHECK/IP_CHECK/dealcards/As/OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/Qd/OOP_CHECK/IP_BET_12,River,"['Fold', 'Call', 'Raise 38']",28,OOP,Js9c,Raise 38
189,CO/2.3bb/BB/call,TsKcAh,2d,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/2d/OOP_BET_4/IP_CALL/dealcards/3c/OOP_BET_7,River,"['Fold', 'Call', 'Raise 25']",20,IP,QdJc,Raise 25
190,BTN/2.5bb/BB/call,4s4h3h,9s,Js,OOP,OOP_CHECK/IP_BET_2/OOP_RAISE_8/IP_CALL/dealcards/9s/OOP_BET_26,Turn,"['Fold', 'Call', 'Raise 89']",47,IP,Jh9h,Call
191,SB/3.0bb/BB/call,Ad8d3d,9d,Ah,OOP,OOP_BET_2,Flop,"['Fold', 'Call', 'Raise 9']",8,IP,Kd2d,Call
192,CO/2.3bb/BTN/call,Ks7h2d,Jc,Qc,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Jc/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/Qc/OOP_CHECK,River,"['Check', 'Bet 20']",24,IP,AhTh,Bet 20
193,HJ/2.0bb/BB/call,Td6h4h,Kh,8c,OOP,OOP_BET_3/IP_RAISE_10,Flop,"['Fold', 'Call', 'Raise 26']",17,OOP,Th9s,Raise 26
194,SB/3.0bb/BB/call,9dTs8s,Jh,3c,OOP,OOP_CHECK/IP_BET_2/OOP_RAISE_9/IP_CALL/dealcards/Jh/OOP_CHECK,Turn,"['Check', 'Bet 18', 'Bet 30']",24,IP,QhTh,Check
195,UTG/2.0bb/CO/6.5bb/UTG/call,JsKs5d,Jd,8s,IP,OOP_CHECK/IP_BET_3/OOP_CALL/dealcards/Jd/OOP_CHECK/IP_BET_22/OOP_RAISE_44,Turn,"['Fold', 'Call', 'Raise 90']",86,IP,AhQh,Raise 90
196,UTG/2.0bb/BTN/call,JsKs5d,Jd,8s,OOP,OOP_CHECK/IP_CHECK/dealcards/Jd/OOP_CHECK/IP_CHECK/dealcards/8s/OOP_CHECK,River,"['Check', 'Bet 4']",5,IP,7s7c,Check
197,HJ/2.0bb/BB/call,AcKs7d,2h,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/2h/OOP_CHECK/IP_BET_3/OOP_RAISE_10,Turn,"['Fold', 'Call', 'Raise 26']",17,IP,Js9s,Fold
198,CO/2.3bb/BB/call,4s4h3h,Jh,Js,OOP,OOP_CHECK/IP_CHECK/dealcards/Jh/OOP_BET_4/IP_RAISE_13/OOP_CALL/dealcards/Js/OOP_CHECK,River,"['Check', 'Bet 23']",31,IP,KcQs,Check
199,SB/3.0bb/BB/call,Th4c5d,Kd,Qh,OOP,OOP_CHECK/IP_CHECK/dealcards/Kd/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/Qh/OOP_CHECK,River,"['Check', 'Bet 17']",22,IP,Td9h,Check
200,CO/2.3bb/BTN/call,AcKs7d,Kd,Ah,OOP,OOP_CHECK/IP_CHECK/dealcards/Kd/OOP_BET_5/IP_RAISE_16,Turn,"['Fold', 'Call', 'Raise 41']",27,OOP,KcQc,Raise 41
201,UTG/2.0bb/CO/6.5bb/UTG/call,Js8d3c,Kd,Ah,IP,OOP_CHECK/IP_CHECK/dealcards/Kd/OOP_CHECK/IP_BET_15/OOP_RAISE_30,Turn,"['Fold', 'Call', 'Raise 54', 'Raise 93']",59,IP,KcQc,Raise 93
202,BTN/2.5bb/BB/call,AcKs7d,2h,3c,OOP,OOP_CHECK/IP_CHECK/dealcards/2h/OOP_BET_4/IP_RAISE_13,Turn,"['Fold', 'Call', 'Raise 33']",22,OOP,QcTd,Fold
203,UTG/2.0bb/BTN/call,Jh4h5s,Kh,6h,OOP,OOP_CHECK/IP_BET_4/OOP_CALL/dealcards/Kh/OOP_BET_16/IP_RAISE_46/OOP_CALL/dealcards/6h/OOP_CHECK,River,"['Check', 'Raise 48']",101,IP,ThTc,Check
204,SB/3.0bb/BB/call,Ad8d3d,Kh,5d,OOP,OOP_CHECK/IP_BET_2/OOP_CALL/dealcards/Kh/OOP_CHECK/IP_BET_8/OOP_CALL/dealcards/5d/OOP_CHECK/IP_BET_20,River,"['Fold', 'Call', 'Raise 87']",44,OOP,KdQh,Raise 87
205,CO/2.3bb/BTN/call,JsKs5d,8h,5c,OOP,OOP_CHECK/IP_BET_5/OOP_CALL/dealcards/8h/OOP_CHECK/IP_BET_20/OOP_CALL/dealcards/5c/OOP_CHECK,River,"['Check', 'Bet 42', 'Raise 72']",51,IP,QcJc,Check
206,HJ/2.0bb/BB/12.3bb/HJ/call,4s4h3h,Jh,8c,IP,OOP_CHECK/IP_CHECK/dealcards/Jh/OOP_BET_15/IP_RAISE_33,Turn,"['Fold', 'Call', 'Raise 63', 'Raise 87']",73,OOP,AhKc,Raise 63
207,BTN/2.5bb/BB/call,9s7s4c,6s,Ks,OOP,OOP_CHECK/IP_CHECK/dealcards/6s/OOP_BET_6,Turn,"['Fold', 'Call', 'Raise 17']",11,IP,QsQh,Call
208,SB/3.0bb/BB/call,8h8cTc,Kc,2h,OOP,OOP_CHECK/IP_CHECK/dealcards/Kc/OOP_BET_8/IP_RAISE_23/OOP_CALL/dealcards/2h/OOP_CHECK,River,"['Check', 'Bet 39', 'Raise 74']",52,IP,Qh9h,Check
